Branch_ID,x1_OpCost,x2_Staff,z1_GreenDeposits,z2_ESGAccounts,y1_GreenRevenue,y2_CarbonNPL,E0_NonOriented,True_Archetype,Reduct_%_OpCost,Reduct_%_Staff,Expand_%_Revenue,Mitigat_%_CarbonNPL
BR_017,2.617977933974898,17.773275091296362,7.169705678970925,266.5330585179613,8.063648041526545,0.6577959881874531,0.5102,Archetype_A,16.7,42.9,0.0,99.0
BR_018,2.4327317949342278,22.305988729632606,9.133225001146041,192.5929656029321,8.936366618149732,0.2566204121672291,0.5319,Archetype_A,26.5,32.7,0.0,97.2
BR_019,1.3018196182588433,19.45376108155473,5.218786385750725,258.9164223990417,5.240689294360342,0.1799871354369207,0.568,Archetype_A,0.0,25.1,0.0,97.6
BR_020,2.2206654579515908,23.95393333021405,5.584087014084909,291.94363982100015,7.278030889509193,0.8916030020678406,0.472,Archetype_A,18.7,36.7,0.0,99.3
BR_021,2.565499208812642,9.613620336789392,4.127303433237454,137.94028002471472,10.65767168662696,0.6572797725213607,0.7271,Archetype_A,56.0,45.4,0.0,0.0
BR_022,1.6633329787161069,20.664938794595606,4.646181677952418,190.52744536730228,8.785367125223274,0.01,0.7001,Archetype_A,29.1,52.1,0.0,28.4
BR_023,2.26546382768384,24.061799943053092,8.351630848605975,154.0996780599855,9.83854362269457,1.4925830107905318,0.5065,Archetype_A,27.8,42.9,0.0,46.2
BR_024,2.166299323246957,10.080205902081012,9.15621586352575,264.89615083073454,7.7346752661240155,0.8931763004116092,0.6658,Archetype_A,-0.0,-0.0,0.0,92.4
BR_025,2.498115500471974,12.606322230723393,5.132675805170332,208.99033968422208,4.924445804888145,1.1392734122618566,0.4274,Archetype_A,31.6,36.9,0.0,64.7
BR_026,2.261425949507733,20.80238195262198,8.892428557591165,238.1752863175974,6.926430581670699,1.2335679788321288,0.4906,Archetype_A,7.0,52.9,0.0,95.1
BR_027,1.5221248409298145,20.778016435709375,7.29188541327681,262.5224574311478,8.94842930218518,0.9123266166865074,0.6312,Archetype_A,0.0,32.5,0.0,91.4
BR_028,3.0900523722909408,18.937621170781895,7.777254643299817,183.94878579909206,7.056770952337932,1.2201338166869264,0.4231,Archetype_A,40.5,54.8,0.0,94.9
BR_029,2.677408815919429,10.06220130830356,7.112148100005519,296.34795498467304,4.588110155226271,0.8975018157143506,0.5676,Archetype_A,8.6,0.0,0.0,99.6
BR_030,0.9234989766439061,22.962348295194598,6.532893642810241,198.70444195940314,11.24367170076405,0.4284944313253343,0.8462,Archetype_A,0.0,-0.0,0.0,87.8
BR_031,2.2860769700286134,11.426188659065637,6.096854948168098,141.48167335987387,11.95592418738664,0.6078203404984462,0.7397,Archetype_A,36.9,41.3,0.0,18.9
BR_032,1.444013775613307,12.125767826886175,7.37253432392149,233.38267287498087,11.394023271056907,0.769347249789914,0.7931,Archetype_A,0.0,-0.0,0.0,87.9
BR_033,1.6710422589904257,12.465385204079244,4.98143307372953,263.74498734493346,10.518196780302471,0.9260361588514701,0.7486,Archetype_A,0.0,0.0,0.0,79.6
BR_034,3.224727362287461,22.535132765377465,4.233397194550332,153.6657651539568,5.360551679299385,1.0237437242396261,0.3479,Archetype_A,61.0,74.1,0.0,57.3
BR_035,3.1675911451745273,18.622825884975587,6.263341745358309,257.77529405377965,12.276578268896618,0.01,0.746,Archetype_A,33.4,47.3,0.0,-0.0
BR_036,3.1183696180054836,18.144554498481746,7.753786745211351,282.6066221378807,4.331785224568317,0.5606356708227255,0.3973,Archetype_A,25.9,40.7,0.0,99.4
BR_037,2.300329178120152,13.817369851383576,4.838902174085221,127.10289669524504,11.07479794941576,1.0775058847814363,0.6322,Archetype_A,50.2,61.4,0.0,16.1
BR_038,1.5917327701172115,24.506569049690178,7.607877496420721,292.2602828904112,11.14517864870702,0.7144216858175783,0.6724,Archetype_A,0.0,34.7,0.0,98.7
BR_039,2.6385823699789537,15.656988572373484,9.149342491211925,104.04665052561397,9.158111903497744,0.14103713587413047,0.7065,Archetype_A,18.0,35.7,0.0,-0.0
BR_040,2.2117056993432493,22.559064839264696,3.6916780273887864,152.09164419520212,11.268780945778676,1.4512526001669221,0.5924,Archetype_A,57.5,65.0,0.0,27.1
BR_041,1.8800048553642152,21.726877307933943,8.05266242808386,152.59662678923894,9.960677312771029,0.7737882041188925,0.561,Archetype_A,16.1,39.0,0.0,88.7
BR_042,2.4874017602447114,13.43995753217357,6.03820868490604,265.838673680262,7.47323681743773,0.45027972687586215,0.5284,Archetype_A,12.6,24.7,0.0,98.6
BR_043,1.8756957777129983,19.717361323124674,8.17551733778427,237.2832049020948,7.857586654065343,1.0583176224069455,0.5522,Archetype_A,14.6,31.8,0.0,93.5
BR_044,2.8587237731598205,9.201965398363384,5.336574539482497,143.90789234976694,10.061825325138742,1.266856622253286,0.5978,Archetype_A,55.8,36.2,0.0,35.2
BR_045,1.7074255208172562,17.057387392805882,7.911428895686571,201.60172201119653,4.661733210056005,1.4316892811169835,0.4898,Archetype_A,9.2,23.7,0.0,97.2
BR_046,3.1343009110636633,15.059525696012045,7.770077440920901,226.27636752353501,8.397776143722997,0.4665897698455513,0.5113,Archetype_A,41.0,42.8,0.0,84.3
BR_047,1.8026910148389446,11.128133696652387,9.204812068257528,127.70738713129911,12.559122184733335,0.6808358986507569,0.8962,Archetype_A,0.0,0.0,0.0,-0.0
BR_048,3.093742329928693,23.901022195396227,7.0799712505545145,266.74330400266183,6.794468131944211,1.4876669112880982,0.4064,Archetype_A,29.5,57.5,0.0,62.7
BR_049,3.1555026810378344,16.338052848935106,7.577617648061331,261.96754407315717,10.179955092752024,0.014448603523982473,0.6396,Archetype_A,32.1,39.0,0.0,42.6
BR_050,2.426639212447815,17.643650379965102,6.592319812246611,194.034803613466,10.44692284149883,1.0853456977975515,0.5665,Archetype_A,34.6,58.2,0.0,85.8
BR_051,3.0869129281172096,23.29732573094328,8.488211399417128,282.4185034450536,12.773696649771898,0.01,0.7812,Archetype_A,25.2,53.9,0.0,0.0
BR_052,3.0810236261560577,20.4190994605732,6.383838151049584,184.09314672706435,10.344867190079874,1.564706562026469,0.4884,Archetype_A,51.0,65.6,0.0,46.0
BR_053,3.181624890247048,13.419918365866945,5.485552675965229,302.0350194496707,8.171476722775456,0.6321313480759831,0.5043,Archetype_A,22.4,14.4,0.0,98.9
BR_054,3.658919744192079,21.444403821982608,7.91205091108262,251.03663128005022,12.024016577954843,1.0320346940706142,0.523,Archetype_A,43.9,55.5,0.0,89.8
BR_055,3.378441939093555,18.691838853605258,7.762251403509553,230.9115875602716,11.74290329668623,0.23845191252195164,0.5716,Archetype_A,44.1,53.0,0.0,89.9
BR_056,3.6931842363003855,14.884404574030272,6.941620680199553,142.81993708358027,6.4381802233173095,0.3496430624262611,0.4212,Archetype_A,55.5,48.7,0.0,83.9
BR_057,1.680642742399894,13.059713083071717,4.865911177119793,286.1847992596719,8.72254446768643,0.01,0.8775,Archetype_A,0.0,0.0,0.0,28.9
BR_058,1.7457500061052733,20.365043554507498,7.566550051410391,225.81095306957744,9.572811267485527,0.4934877180938495,0.6092,Archetype_A,15.1,38.9,0.0,83.0
BR_059,1.8500892708727186,19.122648987740366,6.704072690846478,105.29619510740717,7.186166390953262,0.43407425563519464,0.4966,Archetype_A,29.0,42.3,0.0,85.5
BR_060,1.6615112468564062,18.06188364869914,8.230202822586888,92.20249599259414,9.568553741545482,0.7991007037290622,0.7248,Archetype_A,3.0,25.1,0.0,0.0
BR_061,2.4918889923317904,21.999448538845304,3.6107963755241617,234.0619775149977,8.395431720992288,1.3712820412324822,0.4583,Archetype_A,23.2,59.5,0.0,50.0
BR_062,1.6768216910432807,20.37232786847219,7.449877257633858,200.1997283017332,6.773246089454447,1.2022453842294611,0.5159,Archetype_A,13.0,39.9,0.0,95.1
BR_063,3.4056943046885526,12.472614751265937,9.872764790883446,257.1577715378575,9.731911899046775,1.0111025965328613,0.5695,Archetype_A,31.4,12.9,0.0,91.6
BR_064,2.1491317026419536,14.415140724958807,3.229873631045616,281.501753460003,11.044080415907183,0.5870041391735377,0.7305,Archetype_A,0.0,18.3,0.0,-0.0
BR_065,1.9065632597841158,14.728292136058249,9.074501017539495,147.45935294672609,8.518931992284235,1.130590661253304,0.5619,Archetype_A,0.0,10.4,0.0,93.4
BR_066,2.231187216784958,19.052676947300164,6.0332895251622425,229.6034816621168,4.319780310913034,0.9644971865753175,0.4048,Archetype_A,15.8,54.1,0.0,96.1
BR_067,1.6391504396422476,9.801623465279116,8.60249234031417,155.80939710729865,3.2159222985271527,0.2762906221646134,0.6008,Archetype_A,0.0,0.0,0.0,89.8
BR_068,3.3268426809216654,18.089913169962564,7.4485450050954825,297.8791302105203,7.6248482921112455,1.4434530568748434,0.4582,Archetype_A,26.8,37.3,0.0,95.4
BR_069,2.066645531727005,23.06460810235757,5.973710008005275,248.59641961481125,12.348912126815154,0.5786753839355124,0.6542,Archetype_A,25.6,44.0,0.0,76.5
BR_070,3.684353137734913,21.270657002290438,6.544382191149218,219.9018046508291,7.397163432491725,0.9096988388003735,0.4094,Archetype_A,51.2,60.7,0.0,92.9
BR_071,3.590044148360157,15.600530241048785,8.978408178584,227.56608993722648,10.09340409681689,1.5171536624006388,0.511,Archetype_A,40.8,36.6,0.0,94.2
BR_072,2.913096449576078,22.824370585155965,6.683131090145176,163.32244622477657,6.495162312013732,0.37652588187701286,0.4123,Archetype_A,45.7,67.8,0.0,84.9
BR_073,1.3812478511156474,14.952270539688055,5.816777017213785,190.3847608338303,8.121661266842038,1.4328387616884612,0.6031,Archetype_A,14.7,33.8,0.0,53.7
BR_074,3.0485761700714664,20.682605647405254,7.017477918005065,228.28607051859902,11.675624086295109,0.6538054802070041,0.5607,Archetype_A,38.8,58.0,0.0,89.8
BR_075,2.337698108621715,10.597863298744748,7.065402173626845,198.21655333032126,9.76392324731238,1.1633418447120167,0.6226,Archetype_A,28.5,26.6,0.0,92.7
BR_076,3.434305238527431,14.084597993958868,8.149432951386093,173.7097405791818,6.2090733544851515,0.5549626561156096,0.4282,Archetype_A,43.9,36.3,0.0,90.2
BR_077,3.562299419077686,18.619872142556503,7.328600674591161,221.0286740511464,7.572146830577602,1.1086711430657907,0.4291,Archetype_A,49.3,54.8,0.0,94.0
BR_078,1.3012308410483593,15.778135278757045,5.751137399208342,274.81700530718683,5.636207730810389,0.436548637861053,0.6568,Archetype_A,0.0,-0.0,0.0,98.9
BR_079,2.4639877952930034,10.955768466591378,7.737232633137476,201.40486833535599,7.32693771078021,0.691190301513259,0.5548,Archetype_A,25.7,22.3,0.0,90.7
BR_080,2.218566437842304,19.201177707786304,4.482524141434861,136.35795435832947,8.65926863496914,0.3929849324486007,0.6041,Archetype_A,49.7,73.0,0.0,50.5
BR_081,3.316722159550737,23.432081064755437,6.267021221479059,240.81985328612154,6.676084002742187,1.7766175028863416,0.3714,Archetype_A,40.6,60.9,0.0,69.3
BR_082,3.0855568266857714,16.11100039940303,4.048868565085989,262.43029278085993,7.772242670127971,1.3870359684736928,0.4394,Archetype_A,30.4,38.0,0.0,54.3
BR_083,2.2317292545018868,21.921929805581264,5.249838169197516,113.53366503923006,8.291745610975763,1.1805164179963383,0.4866,Archetype_A,53.9,60.6,0.0,42.7
BR_084,1.1403747436283516,15.314817959530389,6.253131513260524,114.8585588054504,11.507092229434614,0.9703927249049231,0.8437,Archetype_A,0.0,13.9,0.0,0.0
BR_085,2.5417036003596705,16.270375356663465,6.5995012064391085,125.0914785470794,10.03976556314143,0.08776008080248135,0.71,Archetype_A,38.6,55.3,0.0,-0.0
BR_086,2.6804089086591745,10.845684528477074,7.542461639066374,138.57046141989343,5.254478342404119,0.5842055907125319,0.4461,Archetype_A,33.4,23.4,0.0,92.1
BR_087,3.2530127826281463,9.217026919520059,6.220366307580391,196.85069594986908,10.690401998219615,0.5339808150536367,0.647,Archetype_A,50.5,18.7,0.0,90.6
BR_088,2.3933160379258585,22.536913950086607,7.5141816828881876,231.16436300560252,7.17428186676873,0.44475214162820637,0.478,Archetype_A,21.0,61.0,0.0,98.7
BR_089,2.973953715287082,20.69452230183728,4.484158700254848,216.8145276300085,7.17721194935977,0.2783801459786739,0.4416,Archetype_A,40.4,60.1,0.0,97.9
BR_090,1.9922586290756867,15.95085475018145,5.126178097378636,214.14456057319796,11.435391123952112,0.5430607875389267,0.7068,Archetype_A,12.1,48.9,0.0,46.5
BR_091,2.047179435848921,16.25865690888885,5.553346876781882,167.4009637547322,11.38075383190457,0.5014011382680033,0.718,Archetype_A,33.1,60.8,0.0,25.1
BR_092,3.433845383407551,26.90133850910666,5.533905321351077,268.3925344410375,12.020336297231744,0.5881699968464433,0.5636,Archetype_A,36.1,62.0,0.0,73.2
BR_093,3.1913645948563754,16.61075012360735,6.860943829743657,210.52462722572898,9.659163271563736,0.8782950986454643,0.5135,Archetype_A,46.1,51.8,0.0,90.4
BR_094,2.9987686291237967,20.1379620490795,8.377164298106338,287.1580362004176,6.698698453899457,0.3150000968536088,0.4559,Archetype_A,21.7,45.7,0.0,98.3
BR_095,2.694877923917372,16.342621177064423,7.155311961324167,234.0306197024829,10.66740953918281,1.3542692032659784,0.564,Archetype_A,29.0,45.5,0.0,93.1
BR_096,2.5459359337001053,18.335527463501172,5.908937849779413,166.21595681125405,7.812725278417942,0.7469684964549534,0.4805,Archetype_A,45.1,64.5,0.0,90.9
BR_097,1.9975172360774698,7.694757997797957,5.304513467713527,240.89577295653524,10.4038967484744,1.943071529053314,0.7592,Archetype_A,-0.0,0.0,0.0,56.3
BR_098,2.0463697369197957,23.283493478670376,8.6943163987912,162.3134562523653,7.541998348445865,0.30738773236266503,0.4955,Archetype_A,16.8,38.6,0.0,78.6
BR_099,1.9023076727645487,20.722588265301532,6.046433485011472,225.57816455829501,9.406062678077472,0.8855408715293531,0.5714,Archetype_A,26.6,43.4,0.0,91.5
BR_100,1.6199450507090851,19.580725064457134,6.444675493808872,111.01325645117622,6.8980116447645745,1.0483510507472829,0.4886,Archetype_A,22.1,45.9,0.0,94.2
BR_101,2.0466111596481222,24.460910449433293,5.078289344262635,121.68298228105078,6.536060257765797,0.41169475349728046,0.454,Archetype_A,51.4,65.9,0.0,86.1
BR_102,2.988004824004359,25.272673877245534,5.522170902407959,275.1773731814138,12.537080059632983,0.22625897688063995,0.7144,Archetype_A,24.7,58.6,0.0,-0.0
BR_103,3.2224808257773505,19.67028407431111,6.689383778715625,146.98907348429387,4.915512429313104,1.2020217854715374,0.3427,Archetype_A,50.9,62.6,0.0,66.6
BR_104,2.554647554390184,13.3419604689775,5.265387810648658,234.9749367348211,8.317806885211704,0.4220622608526008,0.5406,Archetype_A,24.8,33.0,0.0,98.4
BR_105,2.752570840979567,21.885392292833952,6.5805163853465825,155.57684760439108,5.652256419239854,0.5141398043513382,0.3872,Archetype_A,43.4,66.9,0.0,90.4
BR_106,4.28886546010636,37.34229074580104,2.4060920402142116,174.45842193403317,6.749813239475725,1.8564788462978383,0.3476,Archetype_B,57.2,70.6,0.0,70.3
BR_107,3.1007021431863637,16.057133226393212,5.972880892112405,175.89935967077005,5.944352069686857,1.0570267073542479,0.4056,Archetype_B,53.6,58.3,0.0,95.1
BR_108,2.591238219637215,34.494875315409985,6.192534373119369,56.11432133646302,6.461096722448248,1.0514229647292153,0.4928,Archetype_B,45.9,50.7,0.0,0.0
BR_109,4.437262088161441,24.001217308594107,3.679749516975322,106.39678261862053,5.275347982286712,1.6425114607115954,0.3029,Archetype_B,80.4,83.1,0.0,73.8
BR_110,3.0058241124296368,28.47691733086038,6.8984124858137115,84.65623142858925,5.943888510704837,1.0486284176861198,0.3669,Archetype_B,55.0,60.2,0.0,95.0
BR_111,3.902457969637956,28.91902035678258,3.9873019316330502,121.80544817701129,6.827716007065433,1.563613989843646,0.3556,Archetype_B,74.5,84.0,0.0,64.4
BR_112,5.525091823345201,16.556496739998828,4.9742984956827625,99.838556443328,7.762408137238076,0.9861041381665263,0.4432,Archetype_B,78.7,66.9,0.0,35.8
BR_113,4.4795941366654555,28.587402378852307,3.4406065893724986,210.6577599716754,7.775161371831495,0.8945243573024182,0.4171,Archetype_B,61.5,72.0,0.0,29.1
BR_114,4.481055571446737,32.24504882074015,5.089629012611982,163.7213563412766,3.332302719202625,1.1568779059294911,0.2284,Archetype_B,70.1,80.7,0.0,76.5
BR_115,2.8820657977051543,23.32287943750369,1.859505439768581,141.81938967700262,5.5298478590955025,1.3018067588965907,0.381,Archetype_B,48.2,61.7,0.0,64.7
BR_116,4.856282614289186,36.13267208162368,5.581797640947778,121.72799365787716,3.383243863499295,1.7017664842900482,0.2051,Archetype_B,72.8,83.0,0.0,83.8
BR_117,3.7901239408450027,18.68779940001703,5.190702160643484,159.379623692417,6.594505573175756,1.1167053138753777,0.3869,Archetype_B,65.6,67.5,0.0,51.8
BR_118,4.862388103327418,26.786392401144187,4.196792036675905,180.60732709658132,4.846967347129756,1.189127990965651,0.2804,Archetype_B,69.6,74.3,0.0,66.7
BR_119,4.665833559696952,22.798661256230723,2.787086468385148,156.0459370522051,4.626485009849352,1.6252574516545564,0.2753,Archetype_B,72.6,74.0,0.0,76.8
BR_120,4.73632276931126,24.028026572550875,3.81606035489779,47.24352633157131,5.7919548347520005,1.3737318723675067,0.4618,Archetype_B,80.9,82.5,0.0,18.5
BR_121,3.678617463767297,35.48514036447413,4.123613506912547,150.0129259661878,5.995437811651568,0.8706085903129144,0.3554,Archetype_B,66.7,83.9,0.0,43.8
BR_122,3.2304794471823293,22.66806625444,3.380134447125883,74.5682314817999,4.2985164233308355,1.2732281780681776,0.3081,Archetype_B,75.2,83.6,0.0,72.4
BR_123,4.316723096339003,28.972994947552326,2.0510027438318477,110.48633612723421,6.755794402598356,1.9738242671153747,0.4132,Archetype_B,79.1,85.5,0.0,52.0
BR_124,3.1145606924325144,27.96876416150431,6.0444697506009595,40.96259734517696,5.482517348736305,1.2282774542522976,0.4642,Archetype_B,56.1,40.7,0.0,0.0
BR_125,3.3997374136385785,31.480567832848546,4.671037633344958,141.95341861596492,2.3110895440648367,1.2428609819475185,0.2069,Archetype_B,65.9,82.8,0.0,84.8
BR_126,4.618278279877061,35.0895436441083,4.182772044125342,139.5001199211029,7.089720398514786,0.8821148032610298,0.3868,Archetype_B,75.3,84.9,0.0,34.4
BR_127,5.0213938913731875,36.50430565316793,4.793210070799713,72.9489629569052,4.914998632285316,1.3153065362526335,0.2911,Archetype_B,77.4,85.5,0.0,69.5
BR_128,4.530731558705294,25.874281144519447,4.896049728973016,148.74989732820274,5.002049422818196,1.392983899101432,0.2844,Archetype_B,73.2,78.1,0.0,70.7
BR_129,3.610302496590856,19.716884739953915,5.040649166888803,128.2510376837761,7.091398275891093,1.0021323414131733,0.416,Archetype_B,67.0,71.9,0.0,42.2
BR_130,3.1813185594030844,22.640151021529356,4.962467337538065,125.159397613752,5.046992783190202,2.003555928559751,0.3047,Archetype_B,63.1,75.9,0.0,79.4
BR_131,4.3133865719804625,28.976082266416263,5.857321175473078,106.35386915034273,4.567758151840224,2.2726278041777546,0.2518,Archetype_B,67.9,77.7,0.0,83.6
BR_132,4.6200706462969165,17.02050770787417,4.572051527860944,135.56306427386795,4.419243496515339,1.5156069714589975,0.2856,Archetype_B,76.0,69.7,0.0,76.2
BR_133,1.9563742321254192,35.99218653352533,5.872986989649347,158.44620949787375,8.22066882376917,0.026907317229080796,0.6125,Archetype_B,41.2,73.2,0.0,26.2
BR_134,3.1855390787684144,33.9440575808715,5.93704252942382,50.803591736106696,5.598277641814348,0.6953779045351316,0.4964,Archetype_B,57.8,52.0,0.0,0.0
BR_135,4.358831315729282,22.83303536222312,3.3783654061283497,70.77303792865371,5.388175872569999,2.4190273568257985,0.3268,Archetype_B,81.7,83.7,0.0,81.8
BR_136,4.932890203258898,35.4541619647195,7.08344516141815,101.15239409375751,4.940092262497476,1.3271867011138871,0.2684,Archetype_B,66.0,78.0,0.0,69.6
BR_137,5.0189692404078325,19.257556493644895,2.850974160796781,168.97378032736188,4.31795510823534,1.4541168125834434,0.2705,Archetype_B,72.5,66.6,0.0,75.8
BR_138,4.036451272230635,21.404432326656664,5.814820252791409,157.21404550055001,5.202218068877862,0.8735278020138358,0.3299,Archetype_B,65.9,70.1,0.0,94.8
BR_139,3.19477020166374,35.6506499448473,4.140973881762342,159.00208840504908,6.467268357399539,1.255806194662792,0.3516,Archetype_B,69.2,76.8,0.0,58.0
BR_140,3.3647911386474663,32.15163791825278,5.784487123836052,137.20554922125038,2.442761887396028,0.5015972409707221,0.2258,Archetype_B,66.3,70.4,0.0,95.7
BR_141,4.5294761432328965,30.5931833454236,5.570980393823978,137.68606473664317,3.975031904765356,2.6396161472394746,0.2247,Archetype_B,70.9,80.0,0.0,87.7
BR_142,4.990750528684992,27.880407345196808,6.37310726289401,65.62018659842582,4.384051346934542,1.7091480573849818,0.264,Archetype_B,69.8,74.8,0.0,79.1
BR_143,4.406086749656705,18.175203776387768,5.169663023748097,139.0711652769827,5.635996258048388,1.8842593836838573,0.3157,Archetype_B,72.2,68.7,0.0,75.6
BR_144,5.257672875281678,32.24823008754586,3.0547575205485265,200.95771412107513,7.89192225456235,0.6511575596664696,0.4574,Archetype_B,68.7,76.3,0.0,29.2
BR_145,3.658743598217467,38.23945184699508,3.163809821852749,143.89101862542276,3.4887489390422766,1.8498276978275006,0.2204,Archetype_B,75.7,80.4,0.0,84.6
BR_146,4.180778092251927,30.43127098458141,4.690828136072651,164.72892895249714,5.367825543318494,1.9345664734942383,0.2788,Archetype_B,67.8,79.4,0.0,77.4
BR_147,4.3602177162726665,21.464466624915616,2.9683932311457153,161.15415044027577,4.946357931577345,0.927686017886747,0.3226,Archetype_B,69.8,71.4,0.0,56.5
BR_148,3.818362485490224,30.96024044746977,5.061777611784907,82.73602175999166,7.242432940451784,1.0928213176962243,0.414,Archetype_B,68.6,82.0,0.0,45.9
BR_149,5.211076013064244,28.025708825220207,4.025670669204539,190.17256383122128,3.1469745932662447,2.290330923890701,0.1975,Archetype_B,70.2,74.2,0.0,88.8
BR_150,5.022095214863711,16.832325225683665,6.0485144650680684,84.99058894224652,4.722590167411848,1.9640758082700054,0.2858,Archetype_B,71.5,60.4,0.0,80.4
BR_151,3.8289908044763084,27.73847217388909,4.673032049075344,113.03460057607658,7.015047562959065,1.9691222334853893,0.3502,Archetype_B,71.1,81.5,0.0,70.9
BR_152,3.1216011362338856,18.399340153786618,6.229718548530627,67.25805848085996,5.899456266265098,1.9713203650707911,0.3634,Archetype_B,52.8,62.7,0.0,75.6
BR_153,4.041418842489147,42.522106017916165,3.333664241359203,71.23573547925963,5.19507433879846,1.1835297214642606,0.3344,Archetype_B,83.8,87.1,0.0,64.2
BR_154,2.136624614995412,28.84153215812565,6.603637372249543,108.20576174845338,4.8315669258195255,1.9431690018873446,0.3211,Archetype_B,39.5,62.3,0.0,79.7
BR_155,4.33103951725199,26.04454884581127,5.564734255870829,104.91276781153498,4.571447110324325,0.3554695072506328,0.3056,Archetype_B,69.6,76.5,0.0,88.8
BR_156,2.923383736226751,26.526372415925792,4.197016431820435,91.743890420488,4.519368992367311,1.6775012459409828,0.2946,Archetype_B,71.9,74.0,0.0,78.0
BR_157,3.3144217562851916,32.286619586288815,5.065601532138635,181.54718272753036,3.42197635429154,1.8529755674236237,0.2442,Archetype_B,55.2,78.6,0.0,84.9
BR_158,3.8522030636460376,35.49659315895297,5.096428778724799,62.077692149892584,4.744954002317403,1.6930883255692208,0.294,Archetype_B,74.1,76.4,0.0,77.1
BR_159,2.171344256005571,36.46441346600703,3.520198227618975,95.12980521714857,4.402432234250901,2.8755385205484534,0.2824,Archetype_B,68.2,84.1,0.0,87.5
BR_160,4.862298909705887,33.40989702876756,5.122577849466936,133.1564681193072,3.4414549731994133,1.4362654362555924,0.2149,Archetype_B,75.1,83.1,0.0,80.4
BR_161,2.4217043702491625,36.029074347344455,3.8029731249755785,114.26390737513545,4.996898695842642,1.2220402607076637,0.3238,Archetype_B,69.2,82.6,0.0,66.6
BR_162,2.9952769975611653,37.9473591061738,3.104791938762513,184.46308295210181,8.16238663897754,0.6278909325917887,0.5072,Archetype_B,61.9,74.7,0.0,20.0
BR_163,4.863422072386858,24.709548974323226,4.697947034206684,168.80792109099735,6.647567968351578,1.5265864966745608,0.3295,Archetype_B,71.6,74.0,0.0,64.5
BR_164,4.079416997578152,30.912370241552512,3.672325025051474,175.3177861233086,3.104815464109314,0.8026646733757237,0.2384,Archetype_B,64.9,78.4,0.0,68.4
BR_165,2.600999578178432,24.37385761659233,2.97614825332815,154.9201808527862,2.9770756780116727,1.3526738148638646,0.2503,Archetype_B,51.3,75.8,0.0,82.0
BR_166,3.9075195139007444,42.301033971078446,3.3373797432160957,135.24384923737003,8.360437239812565,2.163366077119816,0.3858,Archetype_B,78.6,83.4,0.0,68.5
